  0.00000E+00  1.00000E+00  1.00000E+00  9.39188E-08
  1.00000E-02  1.00000E+00  1.00000E+00  9.35801E-08
  2.00000E-02  1.00000E+00  1.00000E+00  2.31052E-07
  3.00000E-02  1.00000E+00  1.00000E+00 -1.07245E-07
  4.00000E-02  1.00000E+00  1.00000E+00 -2.13636E-07
  5.00000E-02  1.00000E+00  1.00000E+00 -2.99552E-07
  6.00000E-02  1.00000E+00  1.00000E+00 -1.56372E-07
  7.00000E-02  1.00000E+00  1.00000E+00  2.99856E-08
  8.00000E-02  1.00000E+00  1.00000E+00  2.81003E-07
  9.00000E-02  1.00000E+00  1.00000E+00  5.29852E-07
  1.00000E-01  1.00000E+00  1.00000E+00  4.24664E-07
  1.10000E-01  1.00000E+00  1.00000E+00  4.13976E-07
  1.20000E-01  1.00000E+00  1.00000E+00  1.00298E-06
  1.30000E-01  1.00000E+00  1.00000E+00  1.28518E-06
  1.40000E-01  1.00000E+00  1.00000E+00  8.50823E-07
  1.50000E-01  1.00000E+00  1.00000E+00  6.57620E-07
  1.60000E-01  1.00000E+00  1.00000E+00  4.22617E-07
  1.70000E-01  1.00000E+00  1.00000E+00  1.87856E-07
  1.80000E-01  1.00000E+00  1.00000E+00  9.39437E-08
  1.90000E-01  1.00000E+00  1.00000E+00  0.00000E+00
  2.00000E-01  1.00000E+00  1.00000E+00  3.05325E-07
  2.10000E-01  9.99996E-01  9.99994E-01  5.73067E-06
  2.20000E-01  9.99933E-01  9.99906E-01  7.89322E-05
  2.30000E-01  9.99145E-01  9.98803E-01  1.01351E-03
  2.40000E-01  9.92387E-01  9.89365E-01  9.03102E-03
  2.50000E-01  9.75082E-01  9.65305E-01  2.97646E-02
  2.60000E-01  9.50886E-01  9.31951E-01  5.92756E-02
  2.70000E-01  9.23503E-01  8.94594E-01  9.34101E-02
  2.80000E-01  8.95082E-01  8.56296E-01  1.29696E-01
  2.90000E-01  8.66587E-01  8.18374E-01  1.67023E-01
  3.00000E-01  8.38409E-01  7.81362E-01  2.04908E-01
  3.10000E-01  8.10740E-01  7.45503E-01  2.43111E-01
  3.20000E-01  7.83674E-01  7.10889E-01  2.81515E-01
  3.30000E-01  7.57254E-01  6.77560E-01  3.20043E-01
  3.40000E-01  7.31495E-01  6.45516E-01  3.58637E-01
  3.50000E-01  7.06430E-01  6.14763E-01  3.97262E-01
  3.60000E-01  6.82063E-01  5.85276E-01  4.35884E-01
  3.70000E-01  6.58388E-01  5.57033E-01  4.74472E-01
  3.80000E-01  6.35415E-01  5.30012E-01  5.12993E-01
  3.90000E-01  6.13150E-01  5.04191E-01  5.51406E-01
  4.00000E-01  5.91595E-01  4.79555E-01  5.89667E-01
  4.10000E-01  5.70765E-01  4.56083E-01  6.27719E-01
  4.20000E-01  5.50691E-01  4.33763E-01  6.65500E-01
  4.30000E-01  5.31315E-01  4.12563E-01  7.02932E-01
  4.40000E-01  5.12697E-01  3.92497E-01  7.39990E-01
  4.50000E-01  4.94845E-01  3.73421E-01  7.76661E-01
  4.60000E-01  4.77637E-01  3.55396E-01  8.12864E-01
  4.70000E-01  4.61255E-01  3.38488E-01  8.48272E-01
  4.80000E-01  4.46245E-01  3.23123E-01  8.81758E-01
  4.90000E-01  4.33724E-01  3.10511E-01  9.10434E-01
  5.00000E-01  4.25930E-01  3.02827E-01  9.27926E-01
  5.10000E-01  4.24526E-01  3.01193E-01  9.32334E-01
  5.20000E-01  4.24257E-01  3.01012E-01  9.32512E-01
  5.30000E-01  4.24283E-01  3.01166E-01  9.32156E-01
  5.40000E-01  4.24777E-01  3.01750E-01  9.30691E-01
  5.50000E-01  4.25523E-01  3.02392E-01  9.29206E-01
  5.60000E-01  4.26088E-01  3.02689E-01  9.28570E-01
  5.70000E-01  4.26155E-01  3.02753E-01  9.28346E-01
  5.80000E-01  4.26012E-01  3.02794E-01  9.28157E-01
  5.90000E-01  4.25843E-01  3.02850E-01  9.28069E-01
  6.00000E-01  4.25903E-01  3.02892E-01  9.28058E-01
  6.10000E-01  4.26318E-01  3.02980E-01  9.28021E-01
  6.20000E-01  4.26613E-01  3.03090E-01  9.27834E-01
  6.30000E-01  4.26599E-01  3.03153E-01  9.27539E-01
  6.40000E-01  4.26387E-01  3.03183E-01  9.27354E-01
  6.50000E-01  4.25959E-01  3.03170E-01  9.27346E-01
  6.60000E-01  4.23934E-01  3.03154E-01  9.27508E-01
  6.70000E-01  4.07533E-01  3.02982E-01  9.27787E-01
  6.80000E-01  3.61573E-01  3.03139E-01  9.28259E-01
  6.90000E-01  3.09433E-01  3.03198E-01  9.28824E-01
  7.00000E-01  2.74422E-01  3.02933E-01  9.28415E-01
  7.10000E-01  2.64350E-01  3.03155E-01  9.27437E-01
  7.20000E-01  2.63664E-01  3.03216E-01  9.27430E-01
  7.30000E-01  2.63689E-01  3.03215E-01  9.27575E-01
  7.40000E-01  2.64206E-01  3.03239E-01  9.27583E-01
  7.50000E-01  2.65210E-01  3.03276E-01  9.27528E-01
  7.60000E-01  2.65735E-01  3.03284E-01  9.27423E-01
  7.70000E-01  2.65753E-01  3.03257E-01  9.27464E-01
  7.80000E-01  2.65630E-01  3.03147E-01  9.27678E-01
  7.90000E-01  2.65450E-01  3.03004E-01  9.27707E-01
  8.00000E-01  2.65364E-01  3.02879E-01  9.27580E-01
  8.10000E-01  2.65380E-01  3.02858E-01  9.27377E-01
  8.20000E-01  2.65475E-01  3.03010E-01  9.27180E-01
  8.30000E-01  2.65418E-01  3.02991E-01  9.26976E-01
  8.40000E-01  2.63845E-01  3.00635E-01  9.20574E-01
  8.50000E-01  2.50353E-01  2.78617E-01  8.46946E-01
  8.60000E-01  1.82957E-01  1.78531E-01  4.67673E-01
  8.70000E-01  1.29050E-01  1.04771E-01  3.57907E-02
  8.80000E-01  1.25019E-01  1.00022E-01  1.62977E-04
  8.90000E-01  1.25000E-01  1.00000E-01  1.64406E-07
  9.00000E-01  1.25000E-01  1.00000E-01  0.00000E+00
  9.10000E-01  1.25000E-01  1.00000E-01  0.00000E+00
  9.20000E-01  1.25000E-01  1.00000E-01  0.00000E+00
  9.30000E-01  1.25000E-01  1.00000E-01  0.00000E+00
  9.40000E-01  1.25000E-01  1.00000E-01  0.00000E+00
  9.50000E-01  1.25000E-01  1.00000E-01  0.00000E+00
  9.60000E-01  1.25000E-01  1.00000E-01  0.00000E+00
  9.70000E-01  1.25000E-01  1.00000E-01  0.00000E+00
  9.80000E-01  1.25000E-01  1.00000E-01  0.00000E+00
  9.90000E-01  1.25000E-01  1.00000E-01  0.00000E+00
