  0.00000E+00  4.38121E-05  6.60669E-02  6.21938E-05
  1.00000E-02  4.38122E-05  6.60671E-02  1.97484E-04
  2.00000E-02  4.38114E-05  6.60671E-02  4.58342E-04
  3.00000E-02  4.38131E-05  6.60670E-02  7.40869E-04
  4.00000E-02  4.38145E-05  6.60671E-02  9.87245E-04
  5.00000E-02  4.38302E-05  6.60672E-02  1.15800E-03
  6.00000E-02  4.38726E-05  6.60673E-02  1.30092E-03
  7.00000E-02  4.39271E-05  6.60673E-02  1.44512E-03
  8.00000E-02  4.39897E-05  6.60673E-02  1.63563E-03
  9.00000E-02  4.40407E-05  6.60672E-02  1.83935E-03
  1.00000E-01  4.40841E-05  6.60673E-02  2.01770E-03
  1.10000E-01  4.41065E-05  6.60673E-02  2.19051E-03
  1.20000E-01  4.41775E-05  6.60674E-02  2.37811E-03
  1.30000E-01  4.45800E-05  6.60673E-02  2.58155E-03
  1.40000E-01  4.60072E-05  6.60673E-02  2.77459E-03
  1.50000E-01  4.84137E-05  6.60673E-02  2.95794E-03
  1.60000E-01  5.15185E-05  6.60673E-02  3.12356E-03
  1.70000E-01  5.51761E-05  6.60672E-02  3.28504E-03
  1.80000E-01  5.91339E-05  6.60674E-02  3.49563E-03
  1.90000E-01  6.35075E-05  6.60673E-02  3.71819E-03
  2.00000E-01  6.83284E-05  6.60672E-02  3.88688E-03
  2.10000E-01  7.34789E-05  6.60673E-02  4.06654E-03
  2.20000E-01  7.92842E-05  6.60674E-02  4.26797E-03
  2.30000E-01  8.55023E-05  6.60673E-02  4.46824E-03
  2.40000E-01  9.25552E-05  6.60672E-02  4.60919E-03
  2.50000E-01  1.00509E-04  6.60672E-02  4.79661E-03
  2.60000E-01  1.09349E-04  6.60674E-02  5.06373E-03
  2.70000E-01  1.19776E-04  6.60673E-02  5.18549E-03
  2.80000E-01  1.32000E-04  6.60674E-02  5.37085E-03
  2.90000E-01  1.46164E-04  6.60670E-02  5.59673E-03
  3.00000E-01  1.63055E-04  6.60671E-02  5.72959E-03
  3.10000E-01  1.82905E-04  6.60673E-02  5.97342E-03
  3.20000E-01  2.06855E-04  6.60670E-02  6.14485E-03
  3.30000E-01  2.35622E-04  6.60670E-02  6.29285E-03
  3.40000E-01  2.69289E-04  6.60672E-02  6.57532E-03
  3.50000E-01  3.09751E-04  6.60670E-02  6.71216E-03
  3.60000E-01  3.56756E-04  6.60671E-02  6.86130E-03
  3.70000E-01  4.11070E-04  6.60674E-02  7.16537E-03
  3.80000E-01  4.72405E-04  6.60669E-02  7.27346E-03
  3.90000E-01  5.42679E-04  6.60674E-02  7.46433E-03
  4.00000E-01  6.16202E-04  6.60670E-02  7.70297E-03
  4.10000E-01  7.02670E-04  6.60671E-02  7.81515E-03
  4.20000E-01  7.85276E-04  6.60672E-02  8.06944E-03
  4.30000E-01  8.92190E-04  6.60670E-02  8.27601E-03
  4.40000E-01  9.74494E-04  6.60670E-02  8.39303E-03
  4.50000E-01  1.11161E-03  6.60673E-02  8.68891E-03
  4.60000E-01  1.18612E-03  6.60666E-02  8.82714E-03
  4.70000E-01  1.35124E-03  6.60673E-02  8.93624E-03
  4.80000E-01  1.43356E-03  6.60674E-02  9.24705E-03
  4.90000E-01  1.60590E-03  6.60663E-02  9.35031E-03
  5.00000E-01  1.70332E-03  6.60673E-02  9.60797E-03
  5.10000E-01  1.90969E-03  6.60661E-02  9.85620E-03
  5.20000E-01  2.00755E-03  6.60663E-02  9.86907E-03
  5.30000E-01  2.23114E-03  6.60672E-02  1.01382E-02
  5.40000E-01  2.35375E-03  6.60658E-02  1.04534E-02
  5.50000E-01  2.60725E-03  6.60658E-02  1.04637E-02
  5.60000E-01  2.74117E-03  6.60665E-02  1.06679E-02
  5.70000E-01  3.04123E-03  6.60662E-02  1.10157E-02
  5.80000E-01  3.18916E-03  6.60643E-02  1.10493E-02
  5.90000E-01  3.52473E-03  6.60659E-02  1.12389E-02
  6.00000E-01  3.70994E-03  6.60654E-02  1.15883E-02
  6.10000E-01  4.09114E-03  6.60646E-02  1.16504E-02
  6.20000E-01  4.28852E-03  6.60657E-02  1.17715E-02
  6.30000E-01  4.74040E-03  6.60655E-02  1.21412E-02
  6.40000E-01  4.96610E-03  6.60642E-02  1.22508E-02
  6.50000E-01  5.43967E-03  6.60658E-02  1.23625E-02
  6.60000E-01  5.70524E-03  6.60656E-02  1.27352E-02
  6.70000E-01  6.24887E-03  6.60639E-02  1.28515E-02
  6.80000E-01  6.51815E-03  6.60657E-02  1.29049E-02
  6.90000E-01  7.11849E-03  6.60662E-02  1.32625E-02
  7.00000E-01  7.42135E-03  6.60637E-02  1.34525E-02
  7.10000E-01  8.02685E-03  6.60655E-02  1.34908E-02
  7.20000E-01  8.37504E-03  6.60653E-02  1.37449E-02
  7.30000E-01  9.07821E-03  6.60648E-02  1.40238E-02
  7.40000E-01  9.41122E-03  6.60629E-02  1.40420E-02
  7.50000E-01  1.01511E-02  6.60650E-02  1.42136E-02
  7.60000E-01  1.05603E-02  6.60646E-02  1.45684E-02
  7.70000E-01  1.13433E-02  6.60629E-02  1.46409E-02
  7.80000E-01  1.17615E-02  6.60648E-02  1.47350E-02
  7.90000E-01  1.26891E-02  6.60648E-02  1.51074E-02
  8.00000E-01  1.31272E-02  6.60630E-02  1.52449E-02
  8.10000E-01  1.40493E-02  6.60658E-02  1.52743E-02
  8.20000E-01  1.46026E-02  6.60663E-02  1.56026E-02
  8.30000E-01  1.56587E-02  6.60659E-02  1.58274E-02
  8.40000E-01  1.61566E-02  6.60652E-02  1.58391E-02
  8.50000E-01  1.73404E-02  6.60669E-02  1.60134E-02
  8.60000E-01  1.79614E-02  6.60658E-02  1.63960E-02
  8.70000E-01  1.90914E-02  6.60643E-02  1.64368E-02
  8.80000E-01  1.97881E-02  6.60662E-02  1.64583E-02
  8.90000E-01  2.12225E-02  6.60676E-02  1.68130E-02
  9.00000E-01  2.18667E-02  6.60665E-02  1.70292E-02
  9.10000E-01  2.33159E-02  6.60660E-02  1.70329E-02
  9.20000E-01  2.40665E-02  6.60684E-02  1.71046E-02
  9.30000E-01  2.56133E-02  6.60696E-02  1.74995E-02
  9.40000E-01  2.66055E-02  6.60677E-02  1.76328E-02
  9.50000E-01  2.82118E-02  6.60695E-02  1.76471E-02
  9.60000E-01  2.90089E-02  6.60696E-02  1.78105E-02
  9.70000E-01  3.12024E-02  6.60694E-02  1.81601E-02
  9.80000E-01  3.20740E-02  6.60683E-02  1.82292E-02
  9.90000E-01  3.42571E-02  6.60688E-02  1.82301E-02
