 -7.34596E-11  2.64094E-05  3.03974E+01  4.06318E-01
  3.35800E-02  2.09766E-04  3.03972E+01  9.13547E-01
  4.14540E-02  3.85106E-04  3.03969E+01  1.10416E+00
  4.94026E-02  6.81661E-04  3.03962E+01  1.27512E+00
  5.59187E-02  1.04547E-03  3.03953E+01  1.41706E+00
  6.15520E-02  1.50465E-03  3.03944E+01  1.53832E+00
  6.64697E-02  2.03257E-03  3.03942E+01  1.64478E+00
  7.08840E-02  2.66626E-03  3.03946E+01  1.74080E+00
  7.48617E-02  3.36528E-03  3.03962E+01  1.82856E+00
  7.85157E-02  4.14888E-03  3.03988E+01  1.91047E+00
  8.18996E-02  4.99257E-03  3.04030E+01  1.98852E+00
  8.50700E-02  5.88574E-03  3.04080E+01  2.06386E+00
  8.80698E-02  6.83439E-03  3.04131E+01  2.13657E+00
  9.09254E-02  7.83475E-03  3.04180E+01  2.20653E+00
  9.36574E-02  8.88424E-03  3.04222E+01  2.27277E+00
  9.62822E-02  9.98888E-03  3.04253E+01  2.33483E+00
  9.88106E-02  1.11562E-02  3.04277E+01  2.39254E+00
  1.01250E-01  1.24021E-02  3.04300E+01  2.44614E+00
  1.03604E-01  1.37149E-02  3.04331E+01  2.49713E+00
  1.05879E-01  1.51213E-02  3.04375E+01  2.54705E+00
  1.08077E-01  1.66134E-02  3.04438E+01  2.59742E+00
  1.10201E-01  1.81636E-02  3.04520E+01  2.64868E+00
  1.12258E-01  1.97276E-02  3.04624E+01  2.69995E+00
  1.14259E-01  2.13408E-02  3.04739E+01  2.75081E+00
  1.16208E-01  2.29712E-02  3.04859E+01  2.79996E+00
  1.18112E-01  2.46270E-02  3.04975E+01  2.84667E+00
  1.19976E-01  2.63716E-02  3.05078E+01  2.89065E+00
  1.21798E-01  2.81707E-02  3.05171E+01  2.93187E+00
  1.23582E-01  3.00940E-02  3.05260E+01  2.97127E+00
  1.25324E-01  3.20574E-02  3.05351E+01  3.00946E+00
  1.27030E-01  3.41255E-02  3.05451E+01  3.04770E+00
  1.28697E-01  3.61777E-02  3.05574E+01  3.08689E+00
  1.30332E-01  3.82981E-02  3.05727E+01  3.12741E+00
  1.31936E-01  4.04087E-02  3.05901E+01  3.16888E+00
  1.33513E-01  4.25733E-02  3.06093E+01  3.21020E+00
  1.35063E-01  4.47981E-02  3.06281E+01  3.25008E+00
  1.36588E-01  4.70818E-02  3.06461E+01  3.28803E+00
  1.38089E-01  4.94714E-02  3.06619E+01  3.32358E+00
  1.39564E-01  5.19298E-02  3.06774E+01  3.35676E+00
  1.41014E-01  5.44259E-02  3.06932E+01  3.38919E+00
  1.42441E-01  5.69507E-02  3.07114E+01  3.42141E+00
  1.43847E-01  5.95389E-02  3.07316E+01  3.45376E+00
  1.45231E-01  6.21454E-02  3.07544E+01  3.48704E+00
  1.46597E-01  6.48043E-02  3.07787E+01  3.52136E+00
  1.47943E-01  6.75321E-02  3.08040E+01  3.55615E+00
  1.49271E-01  7.03316E-02  3.08308E+01  3.59000E+00
  1.50580E-01  7.32043E-02  3.08596E+01  3.62289E+00
  1.51872E-01  7.61245E-02  3.08888E+01  3.65497E+00
  1.53146E-01  7.90814E-02  3.09184E+01  3.68575E+00
  1.54404E-01  8.21231E-02  3.09469E+01  3.71603E+00
  1.55646E-01  8.52041E-02  3.09733E+01  3.74606E+00
  1.56872E-01  8.82517E-02  3.09981E+01  3.77588E+00
  1.58084E-01  9.14153E-02  3.10240E+01  3.80529E+00
  1.59281E-01  9.46771E-02  3.10525E+01  3.83351E+00
  1.60464E-01  9.78621E-02  3.10860E+01  3.86115E+00
  1.61634E-01  1.01283E-01  3.11226E+01  3.88917E+00
  1.62790E-01  1.04594E-01  3.11615E+01  3.91783E+00
  1.63934E-01  1.08138E-01  3.12015E+01  3.94773E+00
  1.65063E-01  1.11523E-01  3.12408E+01  3.97806E+00
  1.66182E-01  1.15108E-01  3.12806E+01  4.00804E+00
  1.67289E-01  1.18795E-01  3.13211E+01  4.03698E+00
  1.68382E-01  1.22345E-01  3.13633E+01  4.06475E+00
  1.69466E-01  1.26042E-01  3.14049E+01  4.09139E+00
  1.70538E-01  1.29931E-01  3.14488E+01  4.11763E+00
  1.71599E-01  1.33770E-01  3.14921E+01  4.14444E+00
  1.72648E-01  1.37551E-01  3.15346E+01  4.17140E+00
  1.73689E-01  1.41484E-01  3.15777E+01  4.19814E+00
  1.74718E-01  1.45472E-01  3.16203E+01  4.22463E+00
  1.75739E-01  1.49528E-01  3.16663E+01  4.25120E+00
  1.76749E-01  1.53644E-01  3.17167E+01  4.27664E+00
  1.77749E-01  1.57787E-01  3.17718E+01  4.30124E+00
  1.78741E-01  1.61985E-01  3.18268E+01  4.32651E+00
  1.79723E-01  1.66261E-01  3.18805E+01  4.35220E+00
  1.80697E-01  1.70605E-01  3.19322E+01  4.37752E+00
  1.81662E-01  1.74938E-01  3.19873E+01  4.40280E+00
  1.82618E-01  1.79425E-01  3.20443E+01  4.42816E+00
  1.83566E-01  1.83837E-01  3.21031E+01  4.45337E+00
  1.84506E-01  1.88447E-01  3.21633E+01  4.47918E+00
  1.85437E-01  1.92981E-01  3.22231E+01  4.50443E+00
  1.86361E-01  1.97790E-01  3.22848E+01  4.52894E+00
  1.87277E-01  2.02506E-01  3.23472E+01  4.55321E+00
  1.88185E-01  2.07271E-01  3.24139E+01  4.57714E+00
  1.89085E-01  2.12170E-01  3.24840E+01  4.60075E+00
  1.89978E-01  2.17123E-01  3.25543E+01  4.62356E+00
  1.90864E-01  2.22073E-01  3.26251E+01  4.64640E+00
  1.91743E-01  2.27163E-01  3.26969E+01  4.67027E+00
  1.92614E-01  2.32092E-01  3.27670E+01  4.69542E+00
  1.93479E-01  2.37479E-01  3.28350E+01  4.72099E+00
  1.94336E-01  2.42471E-01  3.29082E+01  4.74585E+00
  1.95188E-01  2.48002E-01  3.29855E+01  4.76967E+00
  1.96032E-01  2.53231E-01  3.30645E+01  4.79221E+00
  1.96870E-01  2.58822E-01  3.31452E+01  4.81380E+00
  1.97701E-01  2.64237E-01  3.32236E+01  4.83611E+00
  1.98526E-01  2.69743E-01  3.33020E+01  4.85925E+00
  1.99345E-01  2.75590E-01  3.33810E+01  4.88219E+00
  2.00157E-01  2.81027E-01  3.34653E+01  4.90550E+00
  2.00964E-01  2.86770E-01  3.35526E+01  4.92853E+00
  2.01765E-01  2.92843E-01  3.36448E+01  4.95144E+00
  2.02559E-01  2.98751E-01  3.37385E+01  4.97481E+00
  2.03348E-01  3.04584E-01  3.38348E+01  4.99842E+00
  2.04131E-01  3.10718E-01  3.39304E+01  5.02207E+00
  2.04908E-01  3.17008E-01  3.40287E+01  5.04524E+00
  2.05679E-01  3.23058E-01  3.41286E+01  5.06787E+00
  2.06445E-01  3.29420E-01  3.42303E+01  5.09011E+00
  2.07205E-01  3.35766E-01  3.43307E+01  5.11142E+00
  2.07960E-01  3.42161E-01  3.44281E+01  5.13207E+00
  2.08709E-01  3.48520E-01  3.45218E+01  5.15327E+00
  2.09454E-01  3.55106E-01  3.46193E+01  5.17502E+00
  2.10193E-01  3.61636E-01  3.47264E+01  5.19760E+00
  2.10927E-01  3.68463E-01  3.48417E+01  5.22126E+00
  2.11656E-01  3.75282E-01  3.49608E+01  5.24531E+00
  2.12380E-01  3.82194E-01  3.50767E+01  5.26820E+00
  2.13099E-01  3.89159E-01  3.51872E+01  5.28942E+00
  2.13813E-01  3.96003E-01  3.52966E+01  5.30989E+00
  2.14522E-01  4.03176E-01  3.54102E+01  5.33073E+00
  2.15226E-01  4.10423E-01  3.55262E+01  5.35237E+00
  2.15925E-01  4.17659E-01  3.56507E+01  5.37473E+00
  2.16620E-01  4.24912E-01  3.57782E+01  5.39773E+00
  2.17310E-01  4.32360E-01  3.59056E+01  5.42054E+00
  2.17996E-01  4.39990E-01  3.60339E+01  5.44219E+00
  2.18677E-01  4.47615E-01  3.61634E+01  5.46266E+00
  2.19353E-01  4.55308E-01  3.62941E+01  5.48317E+00
  2.20025E-01  4.63159E-01  3.64258E+01  5.50430E+00
  2.20692E-01  4.71058E-01  3.65631E+01  5.52618E+00
  2.21355E-01  4.79013E-01  3.67013E+01  5.54824E+00
  2.22013E-01  4.86877E-01  3.68408E+01  5.57015E+00
  2.22668E-01  4.95204E-01  3.69805E+01  5.59190E+00
  2.23318E-01  5.03377E-01  3.71214E+01  5.61370E+00
  2.23963E-01  5.11573E-01  3.72643E+01  5.63564E+00
  2.24605E-01  5.20264E-01  3.74121E+01  5.65740E+00
  2.25242E-01  5.28584E-01  3.75651E+01  5.67887E+00
  2.25875E-01  5.37443E-01  3.77169E+01  5.69966E+00
  2.26504E-01  5.45962E-01  3.78707E+01  5.72019E+00
  2.27129E-01  5.54959E-01  3.80261E+01  5.74110E+00
  2.27750E-01  5.63810E-01  3.81870E+01  5.76222E+00
  2.28367E-01  5.72930E-01  3.83472E+01  5.78341E+00
  2.28980E-01  5.82017E-01  3.85092E+01  5.80476E+00
  2.29589E-01  5.90843E-01  3.86680E+01  5.82589E+00
  2.30194E-01  6.00307E-01  3.88315E+01  5.84721E+00
  2.30796E-01  6.09674E-01  3.90014E+01  5.86901E+00
  2.31394E-01  6.18864E-01  3.91776E+01  5.89091E+00
  2.31988E-01  6.28954E-01  3.93546E+01  5.91240E+00
  2.32578E-01  6.38677E-01  3.95291E+01  5.93231E+00
  2.33164E-01  6.48752E-01  3.97107E+01  5.95181E+00
  2.33746E-01  6.58610E-01  3.98940E+01  5.97111E+00
  2.34325E-01  6.68730E-01  4.00773E+01  5.99200E+00
  2.34900E-01  6.79086E-01  4.02610E+01  6.01478E+00
  2.35472E-01  6.88837E-01  4.04460E+01  6.03779E+00
  2.36040E-01  6.99322E-01  4.06326E+01  6.05968E+00
  2.36605E-01  7.09923E-01  4.08285E+01  6.07981E+00
  2.37166E-01  7.20912E-01  4.10206E+01  6.09931E+00
  2.37723E-01  7.30849E-01  4.12143E+01  6.11912E+00
  2.38277E-01  7.41907E-01  4.14158E+01  6.14030E+00
  2.38828E-01  7.53255E-01  4.16166E+01  6.16284E+00
  2.39375E-01  7.64041E-01  4.18274E+01  6.18453E+00
  2.39919E-01  7.75873E-01  4.20499E+01  6.20438E+00
  2.40460E-01  7.86709E-01  4.22655E+01  6.22293E+00
  2.40997E-01  7.98378E-01  4.24773E+01  6.24241E+00
  2.41531E-01  8.10356E-01  4.26832E+01  6.26310E+00
  2.42061E-01  8.21445E-01  4.28876E+01  6.28461E+00
  2.42588E-01  8.33215E-01  4.30959E+01  6.30732E+00
  2.43113E-01  8.45470E-01  4.33207E+01  6.32944E+00
  2.43633E-01  8.57333E-01  4.35548E+01  6.34930E+00
  2.44151E-01  8.70293E-01  4.38033E+01  6.36925E+00
  2.44665E-01  8.82734E-01  4.40370E+01  6.38933E+00
  2.45176E-01  8.94960E-01  4.42760E+01  6.40907E+00
  2.45685E-01  9.08048E-01  4.45066E+01  6.42955E+00
  2.46189E-01  9.19990E-01  4.47452E+01  6.44927E+00
  2.46691E-01  9.32885E-01  4.49832E+01  6.46928E+00
  2.47190E-01  9.46158E-01  4.52186E+01  6.49048E+00
  2.47686E-01  9.59129E-01  4.54525E+01  6.51305E+00
  2.48180E-01  9.72542E-01  4.56967E+01  6.53475E+00
  2.48670E-01  9.85815E-01  4.59596E+01  6.55362E+00
  2.49157E-01  9.99945E-01  4.62387E+01  6.57195E+00
  2.49641E-01  1.01450E+00  4.65207E+01  6.59240E+00
  2.50121E-01  1.02807E+00  4.67809E+01  6.61352E+00
  2.50599E-01  1.04231E+00  4.70302E+01  6.63368E+00
  2.51074E-01  1.05575E+00  4.72795E+01  6.65468E+00
  2.51547E-01  1.07078E+00  4.75412E+01  6.67565E+00
  2.52016E-01  1.08506E+00  4.78270E+01  6.69590E+00
  2.52483E-01  1.09946E+00  4.81123E+01  6.71499E+00
  2.52947E-01  1.11478E+00  4.84016E+01  6.73356E+00
  2.53408E-01  1.12982E+00  4.86830E+01  6.75228E+00
  2.53866E-01  1.14505E+00  4.89694E+01  6.77266E+00
  2.54322E-01  1.16028E+00  4.92343E+01  6.79464E+00
  2.54774E-01  1.17500E+00  4.95142E+01  6.81653E+00
  2.55225E-01  1.19134E+00  4.97997E+01  6.83664E+00
  2.55672E-01  1.20630E+00  5.01125E+01  6.85452E+00
  2.56117E-01  1.22375E+00  5.04422E+01  6.87257E+00
  2.56559E-01  1.23921E+00  5.07686E+01  6.89110E+00
  2.56999E-01  1.25684E+00  5.10770E+01  6.91149E+00
  2.57435E-01  1.27187E+00  5.13789E+01  6.93340E+00
  2.57869E-01  1.29017E+00  5.16728E+01  6.95498E+00
  2.58301E-01  1.30496E+00  5.19685E+01  6.97573E+00
  2.58730E-01  1.32276E+00  5.22886E+01  6.99434E+00
  2.59157E-01  1.33959E+00  5.26174E+01  7.01216E+00
  2.59581E-01  1.35675E+00  5.29489E+01  7.03156E+00
  2.60002E-01  1.37599E+00  5.32823E+01  7.05128E+00
  2.60421E-01  1.39186E+00  5.36128E+01  7.07169E+00
  2.60838E-01  1.41093E+00  5.39465E+01  7.09211E+00
  2.61252E-01  1.42884E+00  5.42791E+01  7.11137E+00
  2.61663E-01  1.44689E+00  5.46403E+01  7.12978E+00
  2.62073E-01  1.46560E+00  5.49994E+01  7.14833E+00
  2.62479E-01  1.48545E+00  5.53499E+01  7.16740E+00
  2.62883E-01  1.50281E+00  5.56911E+01  7.18831E+00
  2.63285E-01  1.52195E+00  5.60332E+01  7.20934E+00
  2.63685E-01  1.54216E+00  5.63886E+01  7.22826E+00
  2.64082E-01  1.56068E+00  5.67730E+01  7.24656E+00
  2.64477E-01  1.58097E+00  5.71513E+01  7.26458E+00
  2.64870E-01  1.60021E+00  5.75247E+01  7.28382E+00
  2.65260E-01  1.62081E+00  5.78774E+01  7.30410E+00
  2.65648E-01  1.64158E+00  5.82339E+01  7.32402E+00
  2.66034E-01  1.66069E+00  5.86176E+01  7.34305E+00
  2.66417E-01  1.68161E+00  5.90279E+01  7.35982E+00
  2.66799E-01  1.70336E+00  5.94194E+01  7.37647E+00
  2.67177E-01  1.72377E+00  5.97853E+01  7.39599E+00
  2.67554E-01  1.74444E+00  6.01511E+01  7.41694E+00
  2.67929E-01  1.76566E+00  6.05378E+01  7.43604E+00
  2.68302E-01  1.78830E+00  6.09616E+01  7.45305E+00
  2.68672E-01  1.81127E+00  6.14083E+01  7.47027E+00
  2.69040E-01  1.83367E+00  6.18176E+01  7.48991E+00
  2.69406E-01  1.85561E+00  6.22082E+01  7.51148E+00
  2.69770E-01  1.87738E+00  6.26079E+01  7.53169E+00
  2.70132E-01  1.89908E+00  6.30268E+01  7.54880E+00
  2.70492E-01  1.92330E+00  6.34739E+01  7.56461E+00
  2.70849E-01  1.94770E+00  6.39354E+01  7.58192E+00
  2.71205E-01  1.96996E+00  6.43283E+01  7.60108E+00
  2.71558E-01  1.99418E+00  6.47295E+01  7.62182E+00
  2.71910E-01  2.01579E+00  6.51400E+01  7.64127E+00
  2.72260E-01  2.03991E+00  6.55976E+01  7.65876E+00
  2.72608E-01  2.06560E+00  6.60720E+01  7.67498E+00
  2.72953E-01  2.09111E+00  6.65421E+01  7.69149E+00
  2.73297E-01  2.11567E+00  6.69947E+01  7.70999E+00
  2.73639E-01  2.14149E+00  6.74326E+01  7.72870E+00
  2.73978E-01  2.16537E+00  6.78852E+01  7.74869E+00
  2.74316E-01  2.19167E+00  6.83171E+01  7.76817E+00
  2.74652E-01  2.21891E+00  6.87859E+01  7.78498E+00
  2.74986E-01  2.24111E+00  6.92997E+01  7.80036E+00
  2.75318E-01  2.27026E+00  6.98110E+01  7.81637E+00
  2.75648E-01  2.29777E+00  7.02866E+01  7.83391E+00
  2.75976E-01  2.32290E+00  7.07439E+01  7.85280E+00
  2.76303E-01  2.35156E+00  7.11749E+01  7.87295E+00
  2.76627E-01  2.37513E+00  7.16423E+01  7.89261E+00
  2.76951E-01  2.40293E+00  7.21448E+01  7.91031E+00
  2.77272E-01  2.43336E+00  7.26630E+01  7.92661E+00
  2.77591E-01  2.46380E+00  7.32046E+01  7.94212E+00
  2.77908E-01  2.48737E+00  7.37418E+01  7.95653E+00
  2.78224E-01  2.51927E+00  7.42705E+01  7.97252E+00
  2.78538E-01  2.54850E+00  7.47589E+01  7.99091E+00
  2.78850E-01  2.57439E+00  7.52227E+01  8.01076E+00
  2.79161E-01  2.60405E+00  7.57084E+01  8.02955E+00
  2.79469E-01  2.63642E+00  7.62251E+01  8.04752E+00
  2.79776E-01  2.66220E+00  7.67608E+01  8.06428E+00
  2.80082E-01  2.69458E+00  7.73364E+01  8.07947E+00
  2.80386E-01  2.72877E+00  7.78998E+01  8.09451E+00
  2.80687E-01  2.75389E+00  7.84662E+01  8.11029E+00
  2.80988E-01  2.78838E+00  7.90148E+01  8.12725E+00
  2.81286E-01  2.81828E+00  7.95522E+01  8.14555E+00
  2.81583E-01  2.85026E+00  8.00558E+01  8.16377E+00
  2.81879E-01  2.88235E+00  8.05952E+01  8.18125E+00
  2.82172E-01  2.91159E+00  8.11175E+01  8.19953E+00
  2.82465E-01  2.94746E+00  8.16876E+01  8.21589E+00
  2.82755E-01  2.97618E+00  8.22886E+01  8.23008E+00
  2.83045E-01  3.01421E+00  8.29197E+01  8.24397E+00
  2.83332E-01  3.04554E+00  8.35471E+01  8.25850E+00
  2.83618E-01  3.08108E+00  8.41292E+01  8.27438E+00
  2.83902E-01  3.11185E+00  8.46649E+01  8.29301E+00
  2.84185E-01  3.14593E+00  8.52057E+01  8.31242E+00
  2.84466E-01  3.18076E+00  8.57808E+01  8.32986E+00
  2.84746E-01  3.21363E+00  8.63861E+01  8.34512E+00
  2.85024E-01  3.25421E+00  8.70245E+01  8.35999E+00
  2.85301E-01  3.28543E+00  8.76458E+01  8.37507E+00
  2.85576E-01  3.32382E+00  8.82433E+01  8.39132E+00
  2.85850E-01  3.35430E+00  8.88042E+01  8.40943E+00
  2.86123E-01  3.39173E+00  8.94050E+01  8.42607E+00
  2.86394E-01  3.43535E+00  9.00762E+01  8.43928E+00
  2.86663E-01  3.46730E+00  9.08052E+01  8.45160E+00
  2.86931E-01  3.50658E+00  9.14907E+01  8.46528E+00
  2.87197E-01  3.54799E+00  9.20868E+01  8.48083E+00
  2.87462E-01  3.57539E+00  9.25997E+01  8.50213E+00
  2.87726E-01  3.61565E+00  9.31690E+01  8.52180E+00
  2.87989E-01  3.66145E+00  9.39722E+01  8.53062E+00
  2.88250E-01  3.69268E+00  9.46029E+01  8.54810E+00
  2.88510E-01  3.72973E+00  9.50474E+01  8.57002E+00
  2.88768E-01  3.77768E+00  9.60577E+01  8.57173E+00
  2.89025E-01  3.82598E+00  9.68523E+01  8.59048E+00
  2.89280E-01  3.83751E+00  9.67848E+01  8.62495E+00
  2.89535E-01  3.89438E+00  9.79659E+01  8.63832E+00
  2.89788E-01  3.94726E+00  9.90822E+01  8.56929E+00
  2.90039E-01  3.19529E+00  6.82159E+01  7.25993E+00
  2.90350E-01  1.45031E+00  6.59303E+00  1.73072E+00
  2.91039E-01  1.03989E+00  2.37707E-02  3.84659E-02
  2.92001E-01  1.00049E+00  1.00259E-04  1.38677E-05
  2.93000E-01  1.00001E+00  1.00001E-04  1.39214E-08
  2.94000E-01  9.99983E-01  9.99983E-05  3.76712E-10
  2.95000E-01  1.00001E+00  1.00001E-04  4.40775E-11
  2.96000E-01  9.99983E-01  9.99983E-05  0.00000E+00
  2.97000E-01  1.00001E+00  1.00001E-04  0.00000E+00
  2.98000E-01  9.99983E-01  9.99983E-05  6.31161E-12
  2.99000E-01  1.00001E+00  1.00001E-04 -4.26766E-11
  3.00000E-01  9.99983E-01  9.99983E-05 -4.63744E-10
  3.01000E-01  1.00001E+00  1.00001E-04 -1.35999E-08
