 -1.35468E-08  8.93981E-10  1.00000E-15  2.23770E-05
  2.74112E+00  9.42686E-10  1.00000E-15  5.92048E-05
  4.50600E+00  9.53183E-10  1.00000E-15  8.80576E-05
  6.27815E+00  9.14462E-10  1.00000E-15  1.17530E-04
  8.11954E+00  5.71936E-09  1.00000E-15  1.35488E-04
  8.46732E+00  6.53684E-09  1.00000E-15  1.41573E-04
  8.86804E+00  7.17537E-09  1.00000E-15  1.48533E-04
  9.31917E+00  8.81072E-09  1.00000E-15  1.55780E-04
  9.75523E+00  1.04385E-08  1.00000E-15  1.62822E-04
  1.01815E+01  1.21662E-08  1.00000E-15  1.69699E-04
  1.05971E+01  1.39076E-08  1.00000E-15  1.76419E-04
  1.10040E+01  1.57358E-08  1.00000E-15  1.82992E-04
  1.14018E+01  1.79071E-08  1.00000E-15  1.89373E-04
  1.17847E+01  2.04405E-08  1.00000E-15  1.95481E-04
  1.21499E+01  2.32917E-08  1.00000E-15  2.01298E-04
  1.24967E+01  2.64671E-08  1.00000E-15  2.06815E-04
  1.28256E+01  2.98961E-08  1.00000E-15  2.12055E-04
  1.31382E+01  3.35382E-08  1.00000E-15  2.17044E-04
  1.34364E+01  3.73528E-08  1.00000E-15  2.21812E-04
  1.37220E+01  4.12759E-08  1.00000E-15  2.26387E-04
  1.39968E+01  4.54323E-08  1.00000E-15  2.30796E-04
  1.42617E+01  4.98249E-08  1.00000E-15  2.35041E-04
  1.45171E+01  5.45274E-08  1.00000E-15  2.39141E-04
  1.47636E+01  5.94083E-08  1.00000E-15  2.43098E-04
  1.50018E+01  6.36857E-08  1.00000E-15  2.46950E-04
  1.52355E+01  6.69582E-08  1.00000E-15  2.50763E-04
  1.54686E+01  6.95660E-08  1.00000E-15  2.54583E-04
  1.57032E+01  7.25060E-08  1.00000E-15  2.58419E-04
  1.59382E+01  7.63632E-08  1.00000E-15  2.62234E-04
  1.61705E+01  8.10552E-08  1.00000E-15  2.65991E-04
  1.63981E+01  8.64670E-08  1.00000E-15  2.69660E-04
  1.66197E+01  9.21401E-08  1.00000E-15  2.73234E-04
  1.68354E+01  9.81408E-08  1.00000E-15  2.76711E-04
  1.70454E+01  1.04133E-07  1.00000E-15  2.80099E-04
  1.72504E+01  1.10107E-07  1.00000E-15  2.83414E-04
  1.74510E+01  1.16347E-07  1.00000E-15  2.86653E-04
  1.76473E+01  1.22600E-07  1.00000E-15  2.89828E-04
  1.78397E+01  1.29216E-07  1.00000E-15  2.92938E-04
  1.80281E+01  1.35863E-07  1.00000E-15  2.95988E-04
  1.82129E+01  1.42548E-07  1.00000E-15  2.98978E-04
  1.83945E+01  1.48502E-07  1.00000E-15  3.01928E-04
  1.85740E+01  1.53545E-07  1.00000E-15  3.04853E-04
  1.87526E+01  1.57966E-07  1.00000E-15  3.07768E-04
  1.89311E+01  1.62478E-07  1.00000E-15  3.10680E-04
  1.91093E+01  1.67778E-07  1.00000E-15  3.13582E-04
  1.92865E+01  1.73919E-07  1.00000E-15  3.16459E-04
  1.94617E+01  1.80603E-07  1.00000E-15  3.19304E-04
  1.96347E+01  1.88251E-07  1.00000E-15  3.22111E-04
  1.98048E+01  1.95917E-07  1.00000E-15  3.24863E-04
  1.99721E+01  2.03566E-07  1.00000E-15  3.27579E-04
  2.01369E+01  2.11453E-07  1.00000E-15  3.30251E-04
  2.02993E+01  2.19552E-07  1.00000E-15  3.32890E-04
  2.04592E+01  2.28071E-07  1.00000E-15  3.35477E-04
  2.06167E+01  2.35817E-07  1.00000E-15  3.38032E-04
  2.07722E+01  2.43125E-07  1.00000E-15  3.40562E-04
  2.09264E+01  2.49848E-07  1.00000E-15  3.43074E-04
  2.10796E+01  2.54971E-07  1.00000E-15  3.45574E-04
  2.12328E+01  2.60403E-07  1.00000E-15  3.48078E-04
  2.13858E+01  2.66593E-07  1.00000E-15  3.50569E-04
  2.15381E+01  2.73232E-07  1.00000E-15  3.53054E-04
  2.16896E+01  2.81431E-07  1.00000E-15  3.55514E-04
  2.18395E+01  2.89110E-07  1.00000E-15  3.57951E-04
  2.19881E+01  2.98458E-07  1.00000E-15  3.60365E-04
  2.21347E+01  3.07237E-07  1.00000E-15  3.62743E-04
  2.22796E+01  3.15606E-07  1.00000E-15  3.65096E-04
  2.24231E+01  3.24221E-07  1.00000E-15  3.67432E-04
  2.25653E+01  3.32752E-07  1.00000E-15  3.69741E-04
  2.27062E+01  3.39681E-07  1.00000E-15  3.72040E-04
  2.28465E+01  3.47334E-07  1.00000E-15  3.74327E-04
  2.29860E+01  3.53613E-07  1.00000E-15  3.76603E-04
  2.31253E+01  3.59964E-07  1.00000E-15  3.78877E-04
  2.32642E+01  3.65805E-07  1.00000E-15  3.81146E-04
  2.34031E+01  3.74535E-07  1.00000E-15  3.83410E-04
  2.35407E+01  3.82094E-07  1.00000E-15  3.85649E-04
  2.36777E+01  3.91295E-07  1.00000E-15  3.87887E-04
  2.38134E+01  4.00547E-07  1.00000E-15  3.90083E-04
  2.39480E+01  4.08986E-07  1.00000E-15  3.92275E-04
